SN,Actual IP Delay (ms),Predicted IP Delay (ms),Absolute Difference (ms)
42,18.533945083618164,18.59699765577716,0.06305257215899474
43,18.538951873779297,18.508857543793056,0.030094329986241064
44,18.421173095703125,18.466169976591118,0.04499688088799303
45,18.414974212646484,18.385602551688862,0.029371660957622225
46,18.4018611907959,18.337516910378326,0.06434428041757201
47,18.254995346069336,18.305721511524098,0.05072616545476194
48,18.24593544006348,18.214228403394372,0.03170703666910768
49,18.15104484558105,18.16378331454871,0.012738468967658179
50,18.129825592041016,18.094725737228146,0.035099854812870035
51,18.04494857788086,18.050063808459527,0.005115230578667251
52,18.049001693725582,17.981588217026,0.06741347669958131
53,17.889022827148438,17.94878050122861,0.059757674080174183
54,17.90785789489746,17.851397823278603,0.05646007161885791
55,17.745018005371094,17.812577202903412,0.06755919753231865
56,17.735958099365234,17.716770562174133,0.019187537191101
57,17.602920532226562,17.66155999257535,0.05863946034878609
58,17.60411262512207,17.5709089457996,0.033203679322468815
59,17.49706268310547,17.523522257306468,0.02645957420099876
60,17.488956451416016,17.445117380020747,0.04383907139526855
61,17.336130142211914,17.397734713313184,0.06160457110127027
62,17.319917678833008,17.29901864587191,0.020899032961096964
63,17.174959182739258,17.23976350058365,0.06480431784439133
64,17.18902587890625,17.143342196959566,0.045683681946684374
65,17.189979553222656,17.097077754215206,0.09290179900744988
66,17.05789566040039,17.07074008595555,0.012844425555158523
67,17.035961151123047,16.98686323425136,0.04909791687168763
68,16.89910888671875,16.929738378507864,0.030629491789113672
69,16.888141632080078,16.845717747969502,0.04242388411057618
70,16.74199104309082,16.79929704209826,0.05730599900743982
71,16.735076904296875,16.717812231149765,0.017264673147110443
72,16.620874404907227,16.67281398056275,0.051939575655524095
73,16.604185104370117,16.59039699512732,0.013788109242796054
74,16.47806167602539,16.54138060371224,0.06331892768685066
75,16.47496223449707,16.429497545459526,0.045464689037544304
76,16.451120376586914,16.388734654015025,0.062385722571889346
77,16.33310317993164,16.348592416250085,0.015489236318444455
78,16.34502410888672,16.37410243455406,0.029078325667342142
79,21.23403549194336,16.789608141721146,4.444427350222213
80,21.088838577270508,20.621683992885664,0.4671545843848435
81,21.08287811279297,20.872908850378735,0.20996926241423353
82,20.9341049194336,20.847800843057485,0.08630407637611626
83,20.93696594238281,20.765821436270926,0.17114450611188303
84,20.80702781677246,20.796685289042216,0.01034252773024491
85,20.81012725830078,20.73771619325271,0.07241106504807249
86,20.78700065612793,20.740821346862504,0.04617930926542613
87,20.67708969116211,20.71268325926212,0.03559356810001191
88,20.615816116333008,20.616450979559886,0.0006348632268782239
89,20.53308486938477,20.5884670604064,0.05538219102163211
90,20.548105239868164,20.517996328180743,0.030108911687420914
91,20.41292190551757,20.48908639289948,0.0761644873819094
92,20.408153533935547,20.404140584105335,0.004012949830212165
93,20.27606964111328,20.35617341789475,0.08010377678147051
94,20.28107643127441,20.271565774237388,0.009510657037022696
95,20.124197006225582,20.228749174748373,0.10455216852279037
96,20.082950592041016,20.13439439861031,0.0514438065692957
97,20.069122314453125,20.062532128577004,0.006590185876120813
98,19.97709274291992,20.022677909310005,0.045585166390086584
99,19.97900009155273,19.952326490056294,0.02667360149643727
100,19.852876663208008,19.91223632603578,0.05935966282777372
101,19.824981689453125,19.83037489162598,0.005393202172854217
102,19.694089889526367,19.776392139647214,0.08230225012084702
103,19.69599723815918,19.68700627958242,0.008990958576760022
104,19.565105438232425,19.645528264391032,0.08042282615860685
105,19.572019577026367,19.55685928760431,0.01516028942205594
106,19.437074661254883,19.514047380198463,0.07697271894357982
107,19.437074661254883,19.426591642059066,0.010483019195817178
108,19.29497718811035,19.379755603040394,0.08477841493004235
109,19.29903030395508,19.288622277144896,0.010408026810186044
110,19.14691925048828,19.24172959797943,0.0948103474911477
111,19.1500186920166,19.14581101755175,0.004207674464851152
112,19.002914428710938,19.095255832326075,0.0923414036151371
113,19.00196075439453,19.000752585270675,0.0012081691238563508
114,18.8899040222168,18.94823376323984,0.05832974102304078
115,18.877029418945312,18.86854258486892,0.00848683407639328
116,18.876075744628903,18.81657139597337,0.059504348655533335
117,18.73612403869629,18.78779535263675,0.051671313940460095
118,18.73111724853516,18.69948263902188,0.031634609513279344
119,18.60690116882324,18.652593814067586,0.045692645244347574
120,18.589019775390625,18.57028395056659,0.018735824824034353
121,18.477916717529297,18.522932452697205,0.04501573516790813
122,18.47386360168457,18.441673280676696,0.032190321007874445
123,18.350839614868164,18.399826266659147,0.04898665179098316
124,18.33581924438477,18.314799184281583,0.021020060103186466
125,18.204927444458008,18.264384258827704,0.059456814369696076
126,18.204927444458008,18.176281180785736,0.028646263672271743
127,18.22090148925781,18.128477399613985,0.0924240896438242
128,18.082141876220703,18.11049482330418,0.028352947083476465
129,18.108129501342773,18.027339882110027,0.08078961923274619
130,17.943143844604492,17.99445910387476,0.05131525927026814
131,17.950057983398438,17.901504746987484,0.048553236410953104
132,17.831087112426758,17.85994663123347,0.028859518806712003
133,17.795801162719727,17.781308490384617,0.014492672335109091
134,17.668962478637695,17.725303450561114,0.05634097192341869
135,17.683029174804688,17.63247879625851,0.050550378546176944
136,17.53687858581543,17.59393768998052,0.05705910416509141
137,17.533063888549805,17.502076839832625,0.030987048717179277
138,17.518997192382812,17.449104310117036,0.06989288226577628
139,17.393112182617188,17.41488377456335,0.021771591946162516
140,17.405986785888672,17.331269176793285,0.07471760909538716
141,17.249107360839844,17.292676373813265,0.043569012973421195
142,17.268896102905273,17.199567094394297,0.06932900851097656
143,17.122983932495117,17.162170605047322,0.03918667255220498
144,17.132997512817383,17.071798066922383,0.06119944589499937
